EntityOfficialName,EntityStatus,EntityPhone,EntityPhysicalStreet,EntityPhysicalCity,EntityPhysicalState,EntityPhysicalZip4,DistrictOfficialName,EntityActualGrades,EntityReligiousOrientationName
Thomas-Gist Academy North,Closed,7347284813,28955 Rosewood St,Inkster,MI,481411656,Thomas-Gist Academy,"5,6,7,8",
Thomas-Gist Academy South,Closed,7347215515,4825 Dancy St,Westland,MI,481855148,Thomas-Gist Academy,"KG,1,2,3,4",
Timbuktu Academy,Open-Active,3138236000,10800 EAST CANFIELD ST,DETROIT,MI,482141601,Timbuktu Academy,"KG,1,2,3,4,5,6,7,8",
Tipton Academy - 4-8,Open-Active,5867315300,29205 Florence,Garden City,MI,481352744,Tipton Academy,"4,5,6,7,8",
Tipton Academy - PK-3,Open-Active,7342610500,1615 Belton St                                              ,Garden City                                                 ,MI,481353003,Tipton Academy,"KG,1,2,3",
Boyd W. Arthurs Middle School,Open-Active,7346768700,4000 MARIAN DR,TRENTON,MI,481833919,Trenton Public Schools,"6,7,8",
Claud O. Owen Elementary School,Closed,7346765233,2271 Grange Rd,Trenton,MI,481832209,Trenton Public Schools,"KG-Part,1,2,3,4,5",
Jesse L. Anderson Elementary School,Open-Active,7346924560,2600 HARRISON AVE,TRENTON,MI,481832445,Trenton Public Schools,"DevK,KG,1,2,3,4,5",
Richard C. Hedke Elem. School,Open-Active,7346924563,3201 MARIAN DR,TRENTON,MI,481833950,Trenton Public Schools,"KG,1,2,3,4,5",
Trenton High School,Open-Active,7346924531,2601 CHARLTON RD,TRENTON,MI,481832446,Trenton Public Schools,"9,10,11,12",
William C. Taylor Elementary School,Closed,7346766711,3700 BENSON ST,TRENTON,MI,481834551,Trenton Public Schools,"KG-Part,1,2,3,4,5",
Trillium Academy,Open-Active,7343748222,15740 RACHO BLVD,TAYLOR,MI,481805211,Trillium Academy,"KG,1,2,3,4,5,6,7,8,9,10,11,12",
Turtle Island Learning Circle,Closed,3135359728,17321 Telegraph Rd # 207,Detroit,MI,482193174,Turtle Island Learning Circle,"6,7,8,9,10",
Universal Academy,Open-Active,3135815006, 4833 Ogden,DETROIT,MI,482102011,Universal Academy,"KG,1,2,3,4,5,6,7,8,9,10,11,12",
Universal Learning Academy,Closed,3137248060,22579 Ann Arbor Trl,Dearborn Heights,MI,48127,Universal Learning Academy,"2,3,4",
Universal Learning Academy,Open-Active,7344025900,28015 Joy Rd,Westland,MI,481855525,Universal Learning Academy,"KG,1,2,3,4,5,6,7,8,9,10,11,12",
Universal Learning Academy - PK-1,Closed,3137248350,22579 ANN ARBOR TRL,DEARBORN HEIGHTS,MI,481272507,Universal Learning Academy,"KG,1",
University Preparatory Academy,Closed,3138310100,5310 Saint Antoine St,Detroit,MI,482024131,University Preparatory Academy,"6,7,8",
University Preparatory Academy-Elementary,Closed,3138749800,957 Holden St,Detroit,MI,48202,University Preparatory Academy,"KG-Part,1,2,3,4,5",
University Preparatory Academy-High,Closed,3138744340,600 Antoinette St,Detroit,MI,48202,University Preparatory Academy,"9,10,11,12",
University Preparatory Academy (PSAD) - Elementary,Open-Active,3133090552,435 AMSTERDAM ST,DETROIT,MI,482023407,University Preparatory Academy (PSAD),"KG-Part,1,2,3,4,5",
University Preparatory Academy (PSAD) - Elementary,Open-Active,3138749800,957 HOLDEN ST,DETROIT,MI,482023443,University Preparatory Academy (PSAD),"KG-Part,1,2,3,4,5",
University Preparatory Academy (PSAD) - High School,Open-Active,3138744340,600 ANTOINETTE ST,DETROIT,MI,482023457,University Preparatory Academy (PSAD),"9,10,11,12",
University Preparatory Academy (PSAD) - Middle,Open-Active,3138310010,5310 SAINT ANTOINE ST,DETROIT,MI,482024131,University Preparatory Academy (PSAD),"6,7,8",
University Preparatory Science and Math - Elementary,Open-Active,3137824400,2251 Antietam Ave                                           ,Detroit                                                     ,MI,482073879,University Preparatory Science and Math (PSAD),"KG,1,2,3,4,5",
University Preparatory Science and Math (PSAD) High School,Open-Active,3133939166,2664 Franklin Street,Detroit,MI,48207,University Preparatory Science and Math (PSAD),"9,10,11,12",
University Preparatory Science and Math (PSAD) Middle School,Open-Active,3138328400,5100 JOHN R ST,DETROIT,MI,48202    ,University Preparatory Science and Math (PSAD),"6,7,8",
University Yes Academy,Open-Active,3132702556,14717 Curtis Street,Detroit,MI,48235,University Yes Academy,"KG,1,2,3,4,5,6,7,8,9,10,11,12",
University YES Academy East,Closed,3136183551,4401 Conner St                                              ,Detroit                                                     ,MI,48215,University YES Academy East,6,
Belleville High School,Open-Active,7346979133,501 WEST COLUMBIA AVE,BELLEVILLE,MI,481112611,Van Buren Public Schools,"9,10,11,12",
Edgemont Elementary School,Open-Active,7346978002,125 EDGEMONT ST,BELLEVILLE,MI,48111    ,Van Buren Public Schools,"KG,1,2,3,4",
Elwell Elementary School,Closed,7346978277,17601 ELWELL RD,BELLEVILLE,MI,481118906,Van Buren Public Schools,"KG,1,2,3,4,5",
Haggerty Elementary School,Closed,7346978483,13770 HAGGERTY RD,BELLEVILLE,MI,481112832,Van Buren Public Schools,"KG,1,2,3,4,5",
Haggerty School,Open-Active,7346992180,13770 Haggerty Rd                                           ,Belleville                                                  ,MI,481112892,Van Buren Public Schools,,
McBride Middle School,Open-Active,7346979171,47097 MCBRIDE AVE,BELLEVILLE,MI,481111231,Van Buren Public Schools,"6,7,8,9",
Owen Intermediate School,Open-Active,7346978711,45201 OWEN ST,BELLEVILLE,MI,481112984,Van Buren Public Schools,"4,5,6",
Rawsonville Elementary School,Open-Active,7344829845,3110 SOUTH GROVE ST,YPSILANTI,MI,481989301,Van Buren Public Schools,"KG,1,2,3,4",
Savage Road Elementary School,Open-Active,7346995050,42975 SAVAGE RD,BELLEVILLE,MI,481113094,Van Buren Public Schools,"KG,1,2,3,4",
Tyler Road Elementary School,Open-Active,7346995818,42200 TYLER RD,BELLEVILLE,MI,481114329,Van Buren Public Schools,"KG,1,2,3,4",
Van Buren Alternative Education School,Closed,7346976539,416 SUMPTER RD,BELLEVILLE,MI,481112933,Van Buren Public Schools,"7,8,9,10,11,12",
Vista Meadows Academy,Open-Active,3132404347,20651 WEST WARREN ST,DEARBORN HEIGHTS,MI,481272622,Vista Meadows Academy,"9,10,11,12",
Voyageur Academy,Open-Active,3133614180,4321 Military St                                            ,Detroit                                                     ,MI,482102451,Voyageur Academy,"KG,1,2,3,4,5,6,7,8",
Voyageur College Prep,Open-Active,3133614180,4366 Military St                                            ,Detroit                                                     ,MI,482102452,Voyageur Academy,"9,10,11,12",
Warrendale Charter Academy,Open-Active,3132404200,19400 SAWYER ST,DETROIT,MI,482283330,Warrendale Charter Academy,"KG,1,2,3,4,5,6,7,8",
Lincoln-King Academy,Open-Active,3138921860,13436 GROVE ST,DETROIT,MI,482354222,Washington-Parks Academy,"KG,1,2,3,4,5,6,7,8",
Washington-Parks Academy,Open-Active,3135926061,11685 APPLETON,REDFORD,MI,482391445,Washington-Parks Academy,"KG,1,2,3,4,5,6,7,8",
W-A-Y Academy - Chicago Site,Open-Active,3134449398,19321 W Chicago St                                          ,Detroit                                                     ,MI,482281739,W-A-Y Academy,"7,8,9,10,11,12",
W-A-Y Academy - Roseville Site,Open-Active,5864803389,15900 Common Road,Roseville,MI,480661812,W-A-Y Academy,"7,8,9,10,11,12",
W-A-Y Academy - Vernor Site,Open-Active,3134448082,8701 West Vernor Highway,Detroit,MI,482091434,W-A-Y Academy,"7,8,9,10,11,12",
WAY Michigan,Open-Active,7344942106,407 E FORT ST,DETROIT,MI,482262957,WAY Michigan,"6,7,8,9,10,11,12",
Adams Upper Elementary School,Open-Active,7344192380,33475 PALMER RD,WESTLAND,MI,481864614,Wayne-Westland Community School District,"3,4,5,6",
Adlai Stevenson Middle School,Open-Active,7344192350,38501 PALMER RD,WESTLAND,MI,481863936,Wayne-Westland Community School District,"6,7,8",
Albert Schweitzer Elementary School,Open-Active,7344192750,2601 TREADWELL ST,WESTLAND,MI,481863972,Wayne-Westland Community School District,"KG,1,2,3,4",
Alexander Hamilton Elementary School,Open-Active,7344192650,1031 SOUTH SCHUMAN ST,WESTLAND,MI,481864542,Wayne-Westland Community School District,"KG,1,2,3,4",
Benjamin Franklin Middle School,Open-Active,7344192402,33555 ANNAPOLIS ST,WAYNE,MI,481842478,Wayne-Westland Community School District,"4,5,6,7,8,9,10,11",
David Hicks School,Open-Active,7344192660,100 HELEN ST,INKSTER,MI,481411262,Wayne-Westland Community School District,"KG,1,2,3,4",
Eugene B. Elliott Elem. School,Open-Active,7344192610,30800 BENNINGTON ST,WESTLAND,MI,481865314,Wayne-Westland Community School District,"KG,1,2,3,4",
Hoover Elementary School,Open-Active,7344192670,5400 4TH ST,WAYNE,MI,481842341,Wayne-Westland Community School District,"KG,1,2,3,4",
James Madison Elementary School,Closed,7344192710,1075 SOUTH CARLSON ST,WESTLAND,MI,481864039,Wayne-Westland Community School District,"KG-Part,1,2,3,4,5",
Jefferson-Barns Elem. School,Closed,7344192680,32150 DORSEY ST,WESTLAND,MI,481864784,Wayne-Westland Community School District,"KG,1,2,3,4,5",
John Glenn High School,Open-Active,7344192323,36105 MARQUETTE ST,WESTLAND,MI,481853477,Wayne-Westland Community School District,"8,9,10,11,12",
John Marshall Upper Elementary School,Open-Active,7344192277,35100 BAYVIEW ST,WESTLAND,MI,481864313,Wayne-Westland Community School District,"3,4,5,6",
Kettering Elementary School,Closed,7344192690,1200 SOUTH HUBBARD ST,WESTLAND,MI,481864961,Wayne-Westland Community School District,"KG-Part,1,2,3,4,5",
Lincoln Elementary School,Closed,7344192700,33800 GRAND TRAVERSE ST,WESTLAND,MI,481864675,Wayne-Westland Community School District,"KG,1,2,3,4,5",
Monroe Elementary School,Closed,3135952605,5021 Biddle St,Wayne,MI,481842344,Wayne-Westland Community School District,"KG-Part,1,2,3,4,5,6",
P.D. Graham Elementary School,Open-Active,7344192620,1255 SOUTH JOHN HIX ST,WESTLAND,MI,481863713,Wayne-Westland Community School District,"KG,1,2,3,4",
Patchin Elementary School,Closed,7344192740,6420 NORTH NEWBURGH RD,WESTLAND,MI,481851919,Wayne-Westland Community School District,"KG,1,2,3,4,5",
Roosevelt/McGrath Elem. School,Open-Active,7344192720,36075 CURRIER ST,WAYNE,MI,481842006,Wayne-Westland Community School District,"KG,1,2,3,4,5,6",
Taft-Galloway Elementary School,Open-Active,7344192760,4035 GLORIA ST,WAYNE,MI,481841987,Wayne-Westland Community School District,"KG,1,2,3,4",
Thomas A. Edison Elem. School,Open-Active,7344192600,34505 HUNTER AVE,WESTLAND,MI,481852774,Wayne-Westland Community School District,"KG,1,2,3,4",
Tinkham Alternative Education,Open-Active,7344192436,3001 Fourth St.,Wayne,MI,481841358,Wayne-Westland Community School District,"8,9,10,11,12",
Vandenberg Elementary School,Closed,7344192770,32101 STELLWAGEN ST,WAYNE,MI,481842643,Wayne-Westland Community School District,"KG-Part,1,2,3,4,5",
Walker-Winter Elementary School,Open-Active,7344192780,39932 MICHIGAN AVE,CANTON,MI,481882902,Wayne-Westland Community School District,"KG,1,2,3,4",
Wayne Memorial High School,Open-Active,7344192206,3001 4TH ST,WAYNE,MI,481841358,Wayne-Westland Community School District,"8,9,10,11,12",
Wayne-Westland Adult and Community Education,Closed,7344192427,3001 Fourth St.,Wayne,MI,481841358,Wayne-Westland Community School District,,
Wildwood Elementary School,Open-Active,7344192790,500 NORTH WILDWOOD ST,WESTLAND,MI,481853641,Wayne-Westland Community School District,"KG,1,2,3,4",
West Village Academy,Open-Active,3132749200,3530 WESTWOOD ST,DEARBORN,MI,481243100,West Village Academy,"KG,1,2,3,4,5,6,7,8",
West Village Academy-North Campus,Closed,,9331 Grandville Ave,Detroit,MI,482281798,West Village Academy,"7,8,9,10",
Westfield Charter Academy,Open-Pending,7347401626,27201 W CHICAGO,REDFORD,MI,482392333,Westfield Charter Academy,"KG,1,2,3,4,5,6",
Westfield Preparatory High School,Open-Pending,3136959656,23750 Elmira,REDFORD,MI,48239,Westfield Charter Academy,"7,8,9",
Weston Preparatory Academy,Open-Active,3133876038,22930 CHIPPEWA ST,DETROIT,MI,482191161,Weston Preparatory Academy,"KG-Part,1,2,3,4,5,6,7,8",
Daly School,Open-Active,3135650016,25824 MICHIGAN AVE,INKSTER,MI,481412459,Westwood Community School District,"KG,1,2,3,4,5,6",
Robichaud Senior High School,Open-Active,3135658851,3601 JANET ST,DEARBORN HEIGHTS,MI,481251153,Westwood Community School District,"9,10,11,12",
Thorne Elementary School,Open-Active,3132921600,25251 ANNAPOLIS ST,DEARBORN HEIGHTS,MI,481251815,Westwood Community School District,"KG,1,2,3,4,5,6",
Tomlinson Elementary School,Closed,3135653391,25912 Annapolis St,Inkster,MI,481413201,Westwood Community School District,"KG-Part,1,2,3,4,5,6",
Tomlinson Middle School,Open-Active,3135653391,25912 ANNAPOLIS ST,INKSTER,MI,481413201,Westwood Community School District,"7,8",
Westwood Alternative Education,Closed,3137301667,23810 MICHIGAN AVE,DEARBORN,MI,481241830,Westwood Community School District,"9,10,11,12",
Westwood Alternative High School,Open-Active,3135650400,25824 MICHIGAN AVE,INKSTER,MI,481412459,Westwood Community School District,"9,10,11,12",
Westwood Cyber High School,Open-Active,3135650288,3601 JANET ST,DEARBORN HTS,MI,481251153,Westwood Community School District,"9,10,11,12",
Westwood iSchool Harper,Closed,9893312828,9641 Harper Ave,Detroit,MI,48213,Westwood Community School District,"9,10,11,12",
Westwood iSchool Northline,Closed,9893312828,15100 Northline #179,Southgate,MI,48195,Westwood Community School District,"9,10,11,12",
Westwood New Tech High School,Closed,3135652362,3601 Janet,Dearborn Heights,MI,48125,Westwood Community School District,"9,10,11,12",
Wolverine Academy (SDA) - Lenox Site,Closed,3138222400,2629 Lenox,Detroit,MI,482152667,Wolverine Academy (SDA),"5,6,7,8,9,10,11,12",
Wolverine Academy (SDA) - Mayfield Site,Closed,3138222400,15255 Mayfield,Detroit,MI,482054138,Wolverine Academy (SDA),"6,7,8,9,10,11,12",
Wolverine Academy (SDA) - Outer Site,Closed,3137660400,2424 North Outer Drive,Saginaw,MI,486016010,Wolverine Academy (SDA),"5,6,7,8,9,10,11,12",
Bates Elementary School,Open-Active,7346922217,22811 GUDITH RD,WOODHAVEN,MI,481831541,Woodhaven-Brownstown School District,"KG,1,2,3,4,5",
Brownstown Middle School,Open-Active,7347833400,20135 INKSTER RD,ROMULUS,MI,481749476,Woodhaven-Brownstown School District,"6,7",
Erving Elementary School,Open-Active,7346922212,24175 HALL RD,WOODHAVEN,MI,481833757,Woodhaven-Brownstown School District,"KG,1,2,3,4,5",
Gudith Elementary School,Open-Active,7347835386,22700 SIBLEY RD,BROWNSTOWN,MI,481938231,Woodhaven-Brownstown School District,"KG,1,2,3,4,5",
Maple Grove Alternative High School,Open-Active,7347833333,24975 Van Horn Rd.,Brownstown,MI,48134,Woodhaven-Brownstown School District,"9,10,11,12",
Patrick Henry Middle School,Open-Active,7343626100,24825 HALL RD,WOODHAVEN,MI,481833756,Woodhaven-Brownstown School District,"8,9",
Special Education Building,Open-Active,7347833322,22650 SIBLEY RD,BROWNSTOWN,MI,481938231,Woodhaven-Brownstown School District,,
Wegienka Elementary School,Open-Active,7347833367,23925 ARSENAL RD,FLAT ROCK,MI,481349577,Woodhaven-Brownstown School District,"KG,1,2,3,4,5",
Woodhaven High School,Open-Active,7347833333,24787 VAN HORN RD,FLAT ROCK,MI,481349231,Woodhaven-Brownstown School District,"10,11,12",
Yake Elementary School,Open-Active,7346922230,16400 CARTER RD,WOODHAVEN,MI,481832227,Woodhaven-Brownstown School District,"KG,1,2,3,4,5",
Woodward Academy,Closed,3139612108,951 EAST LAFAYETTE ST,DETROIT,MI,482072901,Woodward Academy,"KG,1,2,3,4,5,6,7,8",
Garfield Elementary School,Open-Active,7347595500,340 SUPERIOR BLVD,WYANDOTTE,MI,481925823,"Wyandotte, School District of the City of","KG,1,2,3,4,5",
Jefferson Elementary School,Open-Active,7347595600,1515 15TH ST,WYANDOTTE,MI,481923359,"Wyandotte, School District of the City of","KG,1,2,3,4,5",
Jo Brighton Skills Center,Open-Active,7347596300,4460 18TH ST,WYANDOTTE,MI,481926925,"Wyandotte, School District of the City of","4,5,6,7,8,9,10,11,12",
Madison School,Open-Active,7347596400,4460 - 18th Street,WYANDOTTE,MI,481926910,"Wyandotte, School District of the City of","KG,KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",
McKinley Elementary School,Closed,7347595700,640 Plum St,Wyandotte,MI,481926558,"Wyandotte, School District of the City of","KG-Part,1,2,3,4,5,6",
Monroe Elementary School,Open-Active,7347595800,1501 GROVE ST,WYANDOTTE,MI,481927022,"Wyandotte, School District of the City of","KG,1,2,3,4,5",
Roosevelt High School,Open-Active,7347595010,540 EUREKA,WYANDOTTE,MI,481925709,"Wyandotte, School District of the City of","9,10,11,12",
Taft Elementary School,Closed,7347595900,891 GODDARD,WYANDOTTE,MI,481922847,"Wyandotte, School District of the City of","KG-Part,1,2,3,4,5",
The Lincoln Center,Open-Active,7347595900,891 Goddard,WYANDOTTE,MI,481926925,"Wyandotte, School District of the City of","KG,KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",
Washington Elementary School,Open-Active,7347596100,1440 SUPERIOR BLVD,WYANDOTTE,MI,481924934,"Wyandotte, School District of the City of","KG,1,2,3,4,5",
